id,id_nota,valoracion_llm,relevante_economia,AAPLD,DESPD,KOD,MELID,MSFTD,NVDAD,TEND,VISTD,XOMD
12171,33723,neutral,,,,,,,,,,
12172,33722,neutral,,,,,,,,,,
12173,33721,neutral,1,,,,,,,,,
12174,33720,neutral,,,,,,,,,,
12175,33719,neutral,,,,,,,,,,
12176,33718,neutral,,,,,,,,,,
12177,33717,neutral,,,,,,,,,,
12178,33716,neutral,,,,,,,,,,
12179,33715,neutral,,,,,,,,,,
12180,33714,neutral,,,,,,,,,,
12181,33713,neutral,,,,,,,,,,
12182,33683,neutral,,,,,,,,,,
12183,33655,neutral,,,,,,,,,,
12184,33712,neutral,,,,,,,,,,
12185,33711,neutral,,,,,,,,,,
12186,33710,neutral,,,,,,,,,,
12187,33709,neutral,,,,,,,,,,
12188,33708,neutral,,,,,,,,,,
12189,33707,neutral,,,,,,,,,,
12190,33706,neutral,,,,,,,,,,
12191,33705,neutral,,,,,,,,,,
12192,33704,neutral,1,,,,,,,,,
12193,33703,neutral,,,,,,,,,,
12194,33702,neutral,,,,,,,,,,
12195,33701,neutral,,,,,,,,,,
12196,33700,neutral,,,,,,,,,,
12197,33699,neutral,,,,,,,,,,
12198,33698,neutral,,,,,,,,,,
12199,33697,neutral,,,,,,,,,,
12200,33696,negative,1,,,,,,,1,,
12201,33695,neutral,,,,,,,,,,
12202,33694,neutral,,,,,,,,,,
12203,33693,neutral,,,,,,,,,,
12204,33692,neutral,1,,,,,,,,,
12205,33691,neutral,,,,,,,,,,
12206,33690,neutral,1,,,,,,,,,
12207,33689,neutral,,,,,,,,,,
12208,33688,neutral,,,,,,,,,,
12209,33687,neutral,,,,,,,,,,
12210,33686,neutral,,,,,,,,,,
12211,33685,negative,,,,,,,,,1,
12212,33684,neutral,,,,,,,,,,
12213,33682,neutral,1,,,,,,,,,
12214,33681,neutral,,,,,,,,,,
12215,33680,neutral,,,,,,,,,,
12216,33679,neutral,,,,,,,,,,
12217,33678,neutral,,,,,,,,,,
12218,33677,neutral,,,,,,,,,,
12219,33676,neutral,,,,,,,,,,
12220,33675,neutral,,,,,,,,,,
12221,33674,negative,,,,,,,1,,,
12222,33673,neutral,,,,,,,,,,
12223,33672,neutral,,,,,,,,,,
12224,33671,neutral,,,,,,,,,,
12225,33670,neutral,,,,,,,,,,
12226,33669,neutral,,,,,,,,,,
12227,33668,neutral,,,,,,,,,,
12228,33667,neutral,,,,,,,,,,
12229,33666,neutral,,,,,,,,,,
12230,33665,neutral,,,,,,,,,,
12231,33664,neutral,,,,,,,,,,
12232,33663,neutral,,,,,,,,,,
12233,33662,neutral,,,,,,,,,,
12234,33661,neutral,,,,,,,,,,
12235,33660,neutral,,,,,,,,,,
12236,33659,neutral,,,,,,,,,,
12237,33658,neutral,,,,,,,,,,
12238,33657,neutral,,,,,,,,,,
12239,33656,neutral,,,,,,,,,,
12240,33654,neutral,,,,,,,,,,
12241,33653,negative,,,,,,,,,,
12242,33652,neutral,1,,,,,,,,,
12243,33651,neutral,,,,,,,,,,
12244,33650,neutral,,,,,,,,,,
12245,33649,neutral,,,,,,,,,,
12246,33648,neutral,,,,,,,,,,
12247,33647,neutral,,,,,,,,,,
12248,33646,neutral,,,,,,,,,,
12249,33645,neutral,,,,,,,,,,
12250,33644,neutral,,,,,,,,,,
12251,33643,neutral,,,,,,,,,,
12252,33642,neutral,,,,,,,,,,
12253,33641,neutral,,,,,,,,,,
12254,33640,neutral,,,,,,,,,,
12255,33639,neutral,,,,,,,,,,
12256,33638,neutral,,,,,,,,,,
12257,33637,neutral,,,,,,,,,,
12258,33636,neutral,,,,,,,,,,
12259,33635,neutral,,,,,,,,,,
12260,33634,neutral,,,,,,,,,,
12261,33633,neutral,,,,,,,,,,
12262,33632,neutral,,,,,,,,,,
12263,33631,neutral,,,,,,,,,,
12264,33630,neutral,,,,,,,,,,
12265,33629,neutral,,,,,,,,,,
12266,33628,neutral,,,,,,,,,,
12267,33627,neutral,,,,,,,,,,
12268,33626,neutral,,,,,,,,,,
12269,33625,neutral,,,,,,,,,,
12270,33624,neutral,,,,,,,,,,
12271,33623,neutral,,,,,,,,,,
12272,33622,neutral,,,,,,,,,,
12273,33621,neutral,,,,,,,,,,
12274,33620,neutral,,,,,,,,,,
12275,33619,neutral,,,,,,,,,,
12276,33618,neutral,,,,,,,,,,
12277,33617,positive,,,,,,,,,,
12278,33616,neutral,,,,,,,,,,
12279,33615,neutral,,,,,,,,,,
12280,33614,neutral,,,,,,,,,,
12281,33613,neutral,,,,,,,,,,
12282,33612,neutral,,,,,,,,,,
12283,33611,positive,1,1,,,,,,1,,
12284,33610,neutral,,,,,,,,,,
12285,33609,neutral,,,,,,,,,,
12286,33608,neutral,,,,,,,,,,
12287,33607,neutral,,,,,,,,,,
12288,33606,positive,1,,,,,,,,,
12289,33605,neutral,,,,,,,,,,
12290,33604,neutral,,,,,,,,,,
12291,33603,neutral,,,,,,,,,,
12292,33602,neutral,,,,,,,,,,
12293,33601,neutral,,,,,,,,,,
12294,33600,neutral,,,,,,,,,,
12295,33599,neutral,,,,,,,,,,
12296,33598,neutral,,,,,,,,,,
12297,33597,neutral,,,,,,,,,,
12298,33596,neutral,,,,,,,,,,
12299,33595,neutral,,,,,,,,,,
12300,33594,neutral,,,,,,,,,,
12301,33593,neutral,,,,,,,,,,
12302,33592,neutral,,,,,,,,,,
12303,33591,neutral,,,,,,,,,,
12304,33590,neutral,,,,,,,,,,
12305,33589,neutral,,,,,,,,,,
12306,33588,neutral,,,,,,,,,,
12307,33587,neutral,,,,,,,,,,
12308,33586,neutral,,,,,,,,,,
12309,33585,neutral,,,,,,,,,,
12310,33584,neutral,,,,,,,,,,
12311,33583,neutral,1,,,,,,,,,
12312,33582,neutral,,,,,,,,,,
12313,33581,neutral,,,,,,,,,,
12314,33580,neutral,,,,,,,,,,
12315,33579,neutral,,,,,,,,,,
12316,33578,neutral,,,,,,,,,,
12317,33577,neutral,,,,,,,,,,
12318,33576,neutral,,,,,,,,,,
12319,33575,neutral,1,,,,,,,,,
12320,33574,negative,1,,,,,,1,,,
12321,33573,neutral,,,,,,,,,,
12322,33572,neutral,1,,,,,,,,,
12323,33571,neutral,,,,,,,,,,
12324,33570,neutral,,,,,,,,,,
12325,33569,neutral,,,,,,,,,,
12326,33568,neutral,,,,,,,,,,
12327,33567,positive,1,1,1,1,1,1,1,1,1,1
12328,33566,neutral,,,,,,,,,,
12329,33565,neutral,,,,,,,,,,
12330,33564,neutral,,,,,,,,,,
12331,33563,neutral,,,,,,,,,,
12332,33562,neutral,,,,,,,,,,
12333,33561,neutral,,,,,,,,,,
12334,33560,neutral,,,,,,,,,,
12335,33559,neutral,,,,,,,,,,
12336,33558,positive,1,,,,,,,,,
12337,33557,neutral,,,,,,,,,,
12338,33556,neutral,,,,,,,,,,
12339,33555,neutral,,,,,,,,,,
12340,33554,positive,1,,,,,,,1,,
12341,33553,neutral,,,,,,,,,,
12342,33552,neutral,,,,,,,,,,
12343,33551,neutral,,,,,,,,,,
12344,33550,neutral,,,,,,,,,,
12345,33549,neutral,,,,,,,,,,
12346,33548,negative,,,,,,,,,,
12347,33547,neutral,,,,,,,,,,
12348,33546,neutral,1,,,,,,,1,,
12349,33545,neutral,,,,,,,,,,
12350,33544,neutral,,,,,,,,,,
12351,33543,neutral,,,,,,,,,,
12352,33542,neutral,,,,,,,,,,
12353,33541,neutral,,,,,,,,,,
12354,33540,neutral,,,,,,,,,,
12355,33539,neutral,,,,,,,,,,
12356,33538,neutral,,,,,,,,,,
12357,33537,neutral,,,,,,,,,,
12358,33536,neutral,,,,,,,1,,,
12359,33535,neutral,,,,,,,,,,
12360,33534,neutral,,,,,,,,,,
12361,33533,neutral,,,,,,,,,,
12362,33532,neutral,,,,,,,,,,
12363,33531,neutral,,,,,,,,,,
12364,33530,neutral,1,,,,,,,,,
12365,33529,neutral,,,,,,,,,,
12366,33528,neutral,,,,,,,,,,
12367,33527,neutral,1,,,,,,,,,
12368,33526,negative,,,,,,,,,,
12369,33525,positive,,1,,,,,,,,
12370,33524,neutral,,,,,,,,,,
12371,33523,neutral,,,,,,,,,,
12372,33522,neutral,,,,,,,,,,
12373,33521,neutral,,,,,,,,,,
12374,33520,neutral,,,,,,,,,,
12375,33519,neutral,,,,,,,,,,
12376,33518,positive,1,,,,,,,1,,
12377,33517,neutral,,,,,,,,,,
12378,33516,neutral,,,,,,,,,,
12379,33515,neutral,,,,,,,,,,
12380,33514,neutral,,,,,,,,,,
12381,33513,neutral,,,,,,,,,,
12382,33512,neutral,1,,,,,,,1,,
12383,33511,neutral,,,,,,,,,,
12384,33510,neutral,,,,,,,,,,
12385,33509,neutral,1,,,,,,,,,
12386,33508,neutral,,,,,,,,,,
12387,33507,neutral,,,,,,,,,,
12388,33506,neutral,1,,,,,,,,,
12389,33505,neutral,,,,,,,,,,
12390,33504,negative,,,,,,,,,,
12391,33503,neutral,,,,,,,,,,
12392,33502,neutral,,,,,,,,,,
12393,33501,neutral,,,,,,,,,,
12394,33500,neutral,,,,,,,,,,
12395,33499,neutral,,,,,,,,,,
12396,33498,neutral,,,,,,,,,,
12397,33497,neutral,,,,,,,,,,
12398,33496,neutral,,,,,,,,,,
12399,33495,neutral,,,,,,,,,,
12400,33494,neutral,,,,,,,,,,
12401,33493,neutral,,,,,,,,,,
12402,33492,neutral,,,,,,,,,,
12403,33491,neutral,,,,,,,,,,
12404,33490,neutral,,,,,,,,,,
12405,33489,neutral,,,,,,,,,,
12406,33488,neutral,,,,,,,,,,
12407,33487,neutral,,,,,,,,,,
12408,33486,neutral,,,,,,,,,,
12409,33485,neutral,,,,,,,,,,
12410,33484,neutral,,,,,,,,,,
12411,33483,neutral,1,,,,,,,,,
12412,33482,neutral,,,,,,,,,,
12413,33481,neutral,,,,,,,,,,
12414,33480,neutral,,,,,,,,,,
12415,33479,neutral,,,,,,,,,,
12416,33478,neutral,,,,,,,,,,
12417,33477,neutral,,,,,,,,,,
12418,33476,neutral,,,,,,,,,,
12419,33475,neutral,,,,,,,,,,
12420,33474,neutral,,,,,,,,,,
12421,33473,neutral,,,,,,,,,,
12422,33472,neutral,,,,,,,,,,
12423,33471,neutral,,,,,,,,,,
12424,33470,neutral,,,,,,,,,,
12425,33469,neutral,,,,,,,,,,
12426,33468,neutral,,,,,,,,,,
12427,33467,neutral,,,,,,,,,,
12428,33466,neutral,,,,,,,,,,
12429,33465,neutral,,,,,,,,,,
12430,33464,neutral,,,,,,,,,,
12431,33463,neutral,,,,,,,,,,
12432,33462,neutral,,,,,,,,,,
12433,33461,neutral,1,,,,,,,,,
12434,33460,neutral,,,,,,,,,,
12435,33459,neutral,,,,,,,,,,
12436,33458,neutral,1,,,,,,,,1,
12437,33457,neutral,,,,,,,,,,
12438,33456,neutral,,,,,,,,,,
12439,33455,neutral,,,,,,,,,,
12440,33454,neutral,,,,,,,,,,
12441,33453,neutral,,,,,,,,,,
12442,33452,neutral,,,,,,,,,,
12443,33451,neutral,,,,,,,,,,
12444,33450,neutral,,,,,,,,,,
12445,33449,neutral,,,,,,,,,,
12446,33448,neutral,,,,,,,,,,
12447,33447,neutral,,,,,,,,,,
12448,33446,neutral,,,,,,,,,,
12449,33445,neutral,,,,,,,,,,
12450,33444,neutral,,,,,,,,,,
12451,33443,neutral,,,,,,,,,,
12452,33442,neutral,,,,,,,,,,
12453,33441,neutral,,,,,,,,,,
12454,33440,neutral,,,,,,,,,,
12455,33439,positive,1,1,,,,,,1,,
12456,33438,neutral,,,,,,,,,,
12457,33437,neutral,,,,,,,,,,
12458,33436,neutral,,,,,,,,,,
12459,33435,neutral,,,,,,,,,,
12460,33434,neutral,,,,,,,,,,
12461,33433,neutral,,,,,,,,,,
12462,33432,neutral,,,,,,,,,,
12463,33431,neutral,,,,,,,,,,
12464,33430,negative,,,1,1,,,,,,
12465,33429,neutral,,,,,,,,,,
12466,33428,neutral,,,,,,,,,,
12467,33427,neutral,,,,,,,,,,
12468,33426,negative,1,,,,,,,,,
12469,33425,neutral,,,,,,,,,,
12470,33424,negative,1,,1,1,,,1,,1,1
12471,33423,neutral,,,,,,,,,,
12472,33422,neutral,,,,,,,,,,
12473,33421,neutral,1,,,,,,,,,
12474,33420,neutral,,,,,,,,,,
12475,33419,neutral,,,,,,,,,,
12476,33418,neutral,,,,,,,,,,
12477,33417,neutral,,,,,,,,,,
12478,33416,neutral,,,,,,,,,,
12479,33415,neutral,,,,,,,,,,
12480,33414,neutral,,,,,,,,,,
12481,33413,neutral,,,,,,,,,,
12482,33412,neutral,,,,,,,,,,
12483,33411,neutral,,,,,,,,,,
12484,33410,neutral,,,,,,,,,,
12485,33409,neutral,,,,,,,,,,
12486,33408,neutral,,,,,,,,,,
12487,33407,neutral,,,,,,,,,,
12488,33406,neutral,,,,,,,,,,
12489,33405,neutral,,,,,,,,,,
12490,33404,negative,,,,,,,,,,
12491,33403,neutral,,,,,,,,,,
12492,33402,neutral,,,,,,,,,,
12493,33401,neutral,,,,,,,,,,
12494,33400,neutral,,,,,,,,,,
12495,33399,neutral,,,,,,,,,,
12496,33398,neutral,,,,,,,,,,
12497,33397,neutral,1,,,,,,,,,
12498,33396,neutral,,,,,,,,,,
12499,33395,neutral,,,,,,,,,,
12500,33394,neutral,,,,,,,,,,
12501,33393,neutral,,,,,,,,,,
12502,33392,neutral,,,,,,,,,,
12503,33391,neutral,,,,,,,,,,
12504,33390,neutral,,,,,,,,,,
12505,33389,neutral,,,,,,,,,,
12506,33388,negative,1,,1,,,,1,1,1,
12507,33387,neutral,,,,,,,,,,
12508,33386,neutral,,,,,,,,,,
12509,33385,neutral,,,,,,,,,,
12510,33384,neutral,,,,,,,,,,
12511,33383,neutral,,,,,,,,,,
12512,33382,neutral,,,,,,,,,,
12513,33381,neutral,,,,,,,,,,
12514,33380,neutral,,,,,,,,,,
12515,33379,neutral,1,,,,,,,,,
12516,33378,neutral,,,,,,,,,,
12517,33377,neutral,1,,,,,,,,,
12518,33376,neutral,,,,,,,,,,
12519,33375,neutral,,,,,,,,,,
12520,33374,neutral,,,,,,,,,,
12521,33373,neutral,,,,,,,,,,
12522,33372,neutral,,,,,,,,,,
12523,33371,neutral,,,,,,,,,,
12524,33370,neutral,,,,,,,,,,
12525,33369,neutral,,,,,,,,,,
12526,33368,neutral,,,,,,,,,,
12527,33367,neutral,,,,,,,,,,
12528,33366,neutral,,,,,,,,,,
12529,33365,neutral,,,,,,,,,,
12530,33364,neutral,,,,,,,,,,
12531,33363,neutral,,,,,,,,,,
12532,33362,neutral,,,,,,,,,,
12533,33361,neutral,,,,,,,,,,
12534,33360,neutral,,,,,,,,,,
12535,33359,neutral,,,,,,,,,,
12536,33358,neutral,,,,,,,,,,
12537,33357,neutral,,,,,,,,,,
12538,33356,neutral,,,,,,,,,,
12539,33355,neutral,,,,,,,,,,
12540,33354,neutral,,,,,,,,,,
12541,33353,neutral,,,,,,,,,,
12542,33352,neutral,,,,,,,,,,
12543,33351,neutral,,,,,,,,,,
12544,33350,neutral,,,,,,,,,,
12545,33349,neutral,,,,,,,,,,
12546,33348,negative,,,,,,,,,,
12547,33347,neutral,1,,,,,,,,,
12548,33346,neutral,,,,,,,,,,
12549,33345,positive,1,,,,,,,1,,
12550,33344,neutral,,,,,,,,,,
12551,33343,neutral,,,,,,,,,,
12552,33342,neutral,,,,,,,,,,
12553,33341,neutral,,,,,,,,,,
12554,33340,neutral,1,,,,,,,1,,
12555,33339,neutral,,,,,,,,,,
12556,33338,neutral,,,,,,,,,,
12557,33337,neutral,,,,,,,,,,
12558,33336,positive,1,,,,,,,1,,
12559,33335,neutral,,,,,,,,,,
12560,33334,neutral,,,,,,,,,,
12561,33333,neutral,,,,,,,,,,
12562,33332,negative,,,,,,,,,,
12563,33331,neutral,,,,,,,,,,
12564,33304,neutral,,,,,,,,,,
12565,33330,neutral,,,,,,,,,,
12566,33329,neutral,,,,,,,,,,
12567,33328,neutral,,,,,,,,,,
12568,33327,neutral,,,,,,,,,,
12569,33326,negative,,,,,,,,,,
12570,33325,neutral,,,,,,,,,,
12571,33324,neutral,,,,,,,,,,
12572,33323,neutral,,,,,,,,,,
12573,33322,negative,1,,,,,,,,,
12574,33321,neutral,,,,,,,,,,
12575,33320,neutral,,,,,,,,,,
12576,33319,neutral,,,,,,,,,,
12577,33318,neutral,1,,,,,,,,,
12578,33317,neutral,,,,,,,,,,
12579,33316,neutral,,,,,,,,,,
12580,33315,neutral,,,,,,,,,,
12581,33314,neutral,1,,,,,,,,,
12582,33313,neutral,,,,,,,,,,
12583,33312,neutral,,,,,,,,,,
12584,33311,neutral,,,,,,,,,,
12585,33310,neutral,,,,,,,,,,
12586,33309,neutral,,,,,,,,,,
12587,33308,neutral,,,,,,,,,,
12588,33307,neutral,,,,,,,,,,
12589,33306,neutral,,,,,,,,,,
12590,33305,neutral,1,,,,,,,,,
12591,33303,neutral,,,,,,,,,,
12592,33302,negative,1,1,,,,,,,,
12593,33301,negative,1,,,,,,1,,1,
12594,33300,neutral,,,,,,,,,,
12595,33299,neutral,,,,,,,,,,
12596,33298,neutral,,,,,,,,,,
12597,33297,neutral,,,,,,,,,,
12598,33296,neutral,,,,,,,,,,
12599,33295,neutral,,,,,,,,,,
12600,33294,neutral,,,,,,,,,,
12601,33293,neutral,,,,,,,,,,
12602,33292,neutral,,,,,,,,,,
12603,33291,neutral,,,,,,,,,,
12604,33290,neutral,,,,,,,,,,
12605,33289,neutral,,,,,,,,,,
12606,33288,negative,1,,,,,,,,,
12607,33287,neutral,,,,,,,,,,
12608,33286,neutral,,,,,,,,,,
12609,33285,neutral,,,,,,,,,,
12610,33284,negative,,,1,,,,,,,
12611,33283,neutral,,,,,,,,,,
12612,33282,positive,1,,,,,,,,,
12613,33281,neutral,,,,,,,,,,
12614,33280,neutral,,,,,,,,,,
12615,33279,negative,,,,,,,,,,
12616,33278,positive,1,,,,,,,1,,
12617,33277,neutral,1,,,,,,,,,
12618,33276,neutral,,,,,,,,,,
12619,33275,neutral,1,,,,,,,,,
12620,33274,neutral,,,,,,,,,,
12621,33273,neutral,,,,,,,,,,
12622,33272,neutral,,,,,,,,,,
12623,33271,neutral,,,,,,,,,,
12624,33270,neutral,,,,,,,,,,
12625,33269,negative,1,,,,,,1,,,
12626,33268,neutral,,,,,,,,,,
12627,33267,neutral,,,,,,,,,,
12628,33266,neutral,,,,,,,,,,
12629,33265,neutral,1,,,,,,,,,
12630,33264,negative,1,,,,,,,,,
12631,33263,neutral,,,,,,,,,,
12632,33262,neutral,,,,,,,,,,
12633,33261,negative,,,,,,,,,,
12634,33260,neutral,,,,,,,,,,
12635,33259,neutral,,,,,,,,,,
12636,33258,neutral,,,,,,,,,,
12637,33257,neutral,,,,,,,,,,
12638,33256,neutral,,,,,,,,,,
12639,33255,neutral,,,,,,,,,,
12640,33254,neutral,,,,,,,,,,
12641,33253,neutral,,,,,,,,,,
12642,33252,neutral,,,,,,,,,,
12643,33251,neutral,,,,,,,,,,
12644,33250,neutral,,,,,,,,,,
12645,33249,neutral,,,,,,,,,,
12646,33248,neutral,,,,,,,,,,
12647,33247,neutral,,,,,,,,,,
12648,33246,neutral,,,,,,,,,,
12649,33245,neutral,,,,,,,,,,
12650,33244,neutral,,,,,,,,,,
12651,33243,neutral,,,,,,,,,,
12652,33242,neutral,,,,,,,,,,
12653,33241,neutral,,,,,,,,,,
12654,33240,neutral,,,,,,,,,,
12655,33239,neutral,,,,,,,,,,
12656,33238,neutral,,,,,,,,,,
12657,33237,neutral,,,,,,,,,,
12658,33236,neutral,,,,,,,,,,
12659,33235,neutral,,,,,,,,,,
12660,33234,neutral,,,,,,,,,,
12661,33233,neutral,,,,,,,,,,
12662,33232,neutral,,,,,,,,,,
12663,33231,neutral,,,,,,,,,,
12664,33230,neutral,,,,,,,,,,
12665,33229,neutral,,,,,,,,,,
12666,33228,neutral,,,,,,,,,,
12667,33227,neutral,,,,,,,,,,
12668,33226,neutral,,,,,,,,,,
12669,33225,neutral,,,,,,,,,,
12670,33224,neutral,,,,,,,,,,
12671,33223,neutral,,,,,,,,,,
12672,33222,neutral,,,,,,,,,,
12673,33221,neutral,,,,,,,,,,
12674,33220,neutral,,,,,,,,,,
12675,33219,neutral,,,,,,,,,,
12676,33218,positive,,,,,,,,,,
12677,33217,neutral,,,,,,,,,,
12678,33216,neutral,,,,,,,,,,
12679,33215,negative,1,,,,,,,,,
12680,33214,neutral,,,,,,,,,,
12681,33213,neutral,,,,,,,,,,
12682,33212,neutral,,,,,,,,,,
12683,33211,neutral,1,,,,,,,,,
12684,33210,neutral,,,,,,,,,,
12685,33209,neutral,,,,,,,,,,
12686,33208,neutral,,,,,,,,,,
12687,33207,negative,,,,,,,,,,
12688,33206,neutral,,,,,,,,,,
12689,33205,neutral,,,,,,,,,,
12690,33204,positive,1,,,,,,,1,,
12691,33203,neutral,,,,,,,,,,
12692,33202,neutral,,,,,,,,,,
12693,33201,neutral,,,,,,,,,,
12694,33200,neutral,,,,,,,,,,
12695,33199,neutral,,,,,,,,,,
12696,33198,neutral,,,,,,,,,,
12697,33197,neutral,,,,,,,,,,
12698,33196,neutral,,,,,,,,,,
12699,33195,neutral,,,,,,,,,,
12700,33194,neutral,,,,,,,,,,
12701,33193,neutral,,,,,,,,,,
12702,33192,neutral,,,,,,,,,,
12703,33191,neutral,1,,,,,,,1,,
12704,33190,neutral,,,,,,,,,,
12705,33189,neutral,,,,,,,,,,
12706,33188,neutral,,,,,,,,,,
12707,33187,positive,,,,,,,,,,
12708,33186,neutral,,,,,,,,,,
12709,33185,neutral,,,,,,,,,,
12710,33184,neutral,,,,,,,,,,
12711,33183,neutral,,,,,,,,,,
12712,33182,neutral,,,,,,,,,,
12713,33181,neutral,,,,,,,,,,
12714,33180,neutral,,,,,,,,,,
12715,33179,neutral,,,,,,,,,,
12716,33178,neutral,,,,,,,,,,
12717,33177,neutral,,,,,,,,,,
12718,33176,neutral,,,,,,,,,,
12719,33175,neutral,,,,,,,,,,
12720,33174,neutral,,,,,,,,,,
12721,33173,neutral,,,,,,,,,,
12722,33172,neutral,,,,,,,,,,
12723,33171,neutral,,,,,,,,,,
12724,33170,neutral,,,,,,,,,,
12725,33169,neutral,,,,,,,,,,
12726,33168,neutral,,,,,,,,,,
12727,33167,neutral,,,,,,,,,,
12728,33139,neutral,,,,,,,,,,
12729,33166,neutral,,,,,,,,,,
12730,33165,neutral,,,,,,,,,,
12731,33164,neutral,,,,,,,,,,
12732,33163,neutral,,,,,,,,,,
12733,33162,neutral,,,,,,,,,,
12734,33161,neutral,,,,,,,,,,
12735,33160,neutral,,,,,,,,,,
12736,33159,neutral,,,,,,,,,,
12737,33158,neutral,,,,,,,,,,
12738,33157,neutral,1,,,,,,,,,
12739,33156,neutral,,,,,,,,,,
12740,33155,neutral,,,,,,,,,,
12741,33154,neutral,1,,,,,,,,,
12742,33153,neutral,,,,,,,,,,
12743,33152,neutral,,,,,,,,,,
12744,33151,neutral,,,,,,,,,,
12745,33150,neutral,,,,,,,,,,
12746,33149,neutral,,,,,,,,,,
12747,33148,neutral,,,,,,,,,,
12748,33147,neutral,,,,,,,,,,
12749,33146,neutral,,,,,,,,,,
12750,33145,neutral,,,,,,,,,,
12751,33144,neutral,,,,,,,,,,
12752,33143,neutral,,,,,,,,,,
12753,33142,positive,1,,1,,,,,1,1,
12754,33141,neutral,,,,,,,,,,
12755,33140,negative,,,,,,,,,1,
12756,33138,neutral,,,,,,,,,,
12757,33137,neutral,,,,,,,,,,
12758,33136,neutral,1,,,,,,,,,
12759,33135,negative,,,,,,,,,,
12760,33134,neutral,,,,,,,,,,
12761,33133,neutral,,,,,,,,,,
12762,33132,neutral,,,,,,,,,,
12763,33131,neutral,,,,,,,,,,
12764,33130,neutral,,,,,,,,,,
12765,33129,neutral,1,,,,,,,,,
12766,33128,neutral,,,,,,,,,,
12767,33127,neutral,,,,,,,,,,
12768,33126,neutral,,,,,,,,,,
12769,33125,neutral,,,,,,,,,,
12770,33124,neutral,,,,,,,,,,
12771,33123,neutral,,,,,,,,,,
12772,33122,neutral,,,,,,,,,,
12773,33121,neutral,,,,,,,,,,
12774,33120,neutral,,,,,,,,,,
12775,33119,neutral,,,,,,,,,,
12776,33118,neutral,,,,,,,,,,
12777,33117,neutral,,,,,,,,,,
12778,33116,neutral,,,,,,,,,,
12779,33115,neutral,,,,,,,,,,
12780,33114,neutral,,,,,,,,,,
12781,33113,neutral,,,,,,,,,,
12782,33112,neutral,,,,,,,,,,
12783,33111,neutral,,,,,,,,,,
12784,33110,positive,,,,,,,,,,
12785,33109,neutral,,,,,,,,,,
12786,33108,neutral,,,,,,,,,,
12787,33107,neutral,,,,,,,,,,
12788,33106,neutral,,,,,,,,,,
12789,33105,neutral,,,,,,,,,,
12790,33104,neutral,,,,,,,,,,
12791,33103,neutral,,,,,,,,,,
12792,33102,neutral,,,,,,,,,,
12793,33101,negative,1,1,,,,,,1,,
12794,33100,neutral,1,,,,,,,,,
12795,33099,neutral,,,,,,,,,,
12796,33098,neutral,,,,,,,,,,
12797,33097,neutral,,,,,,,,,,
12798,33096,neutral,,,,,,,,,,
12799,33095,neutral,1,,,,,,,,,
12800,33094,neutral,,,,,,,,,,
12801,33093,neutral,1,,,,,,,,,
12802,33092,neutral,,,,,,,,,,
12803,33091,neutral,,,,,,,,,,
12804,33090,neutral,,,,,,,,,,
12805,33089,neutral,,,,,,,,,,
12806,33064,neutral,,,,,,,,,,
12807,33088,neutral,1,,,,,,,,,
12808,33087,neutral,,,,,,,,,,
12809,33086,neutral,,,,,,,,,,
12810,33085,neutral,,,,,,,,,,
12811,33084,negative,,,,,,,,,,
12812,33083,neutral,,,,,,,,,,
12813,33082,neutral,,,,,,,,,,
12814,33081,neutral,,,,,,,,,,
12815,33080,positive,,,,,,,,,,
12816,33079,neutral,1,,,,,,,,,
12817,33078,neutral,,,,,,,,,,
12818,33077,neutral,,,,,,,,,,
12819,33076,neutral,,,,,,,,,,
12820,33075,neutral,1,,,,,,,,,
12821,33074,neutral,,,,,,,,,,
12822,33073,neutral,,,,,,,,,,
12823,33072,neutral,,,,,,,,,,
12824,33071,neutral,,,,,,,,,,
12825,33070,neutral,1,,,,,,,,,
12826,33069,neutral,,,,,,,,,,
12827,33068,neutral,,,,,,,,,,
12828,33067,neutral,,,,,,,,,,
12829,33066,neutral,,,,,,,,,,
12830,33065,neutral,,,,,,,,,,
12831,33038,neutral,,,,,,,,,,
12832,33063,neutral,,,,,,,,,,
12833,33062,neutral,,,,,,,,,,
12834,33061,neutral,,,,,,,,,,
12835,33060,neutral,,,,,,,,,,
12836,33059,neutral,,,,,,,,,,
12837,33058,neutral,,,,,,,,,,
12838,33057,neutral,,,,,,,,,,
12839,33056,negative,1,,,,,,,,,
12840,33055,positive,1,,,,,,,,,
12841,33054,positive,1,,,,,,,1,1,
12842,33053,neutral,,,,,,,,,,
12843,33052,neutral,,,,,,,,,,
12844,33051,neutral,,,,,,,,,,
12845,33050,neutral,,,,,,,,,,
12846,33049,positive,1,,,,,,,1,,
12847,33048,neutral,,,,,,,,,,
12848,33047,neutral,,,,,,,,,,
12849,33046,neutral,1,,,,,,,,,
12850,33045,neutral,,,,,,,,,,
12851,33044,positive,,,,,,1,1,,,
12852,33043,neutral,,,,,,,,,,
12853,33042,neutral,,,,,,,,,,
12854,33041,neutral,,,,,,,,,,
12855,33040,negative,1,,1,,,,,1,,
12856,33039,neutral,,,,,,,,,,
12857,33037,neutral,,,,,,,,,,
12858,33036,neutral,,,,,,,,,,
12859,33035,neutral,1,,,,,,,,,
12860,33034,neutral,,,,,,,,,,
12861,33033,neutral,,,,,,,,,,
12862,33032,neutral,1,,,,,,,,,
