post.uri,post.cid,post.author.did,post.author.handle,post.author.displayName,post.author.avatar,post.author.viewer.muted,post.author.viewer.blockedBy,post.author.labels,post.author.createdAt,post.record.$type,post.record.createdAt,post.record.embed.$type,post.record.embed.external.description,post.record.embed.external.thumb.$type,post.record.embed.external.thumb.ref.$link,post.record.embed.external.thumb.mimeType,post.record.embed.external.thumb.size,post.record.embed.external.title,post.record.embed.external.uri,post.record.facets,post.record.langs,post.record.text,post.embed.$type,post.embed.external.uri,post.embed.external.title,post.embed.external.description,post.embed.external.thumb,post.replyCount,post.repostCount,post.likeCount,post.quoteCount,post.indexedAt,post.viewer.threadMuted,post.viewer.embeddingDisabled,post.labels,reason.$type,reason.by.did,reason.by.handle,reason.by.displayName,reason.by.avatar,reason.by.viewer.muted,reason.by.viewer.blockedBy,reason.by.labels,reason.by.createdAt,reason.indexedAt,post.record.embed.images,post.embed.images,post.author.associated.chat.allowIncoming,post.record.embed.record.cid,post.record.embed.record.uri,post.embed.record.$type,post.embed.record.uri,post.embed.record.cid,post.embed.record.author.did,post.embed.record.author.handle,post.embed.record.author.displayName,post.embed.record.author.avatar,post.embed.record.author.viewer.muted,post.embed.record.author.viewer.blockedBy,post.embed.record.author.labels,post.embed.record.author.createdAt,post.embed.record.value.$type,post.embed.record.value.createdAt,post.embed.record.value.embed.$type,post.embed.record.value.embed.images,post.embed.record.value.facets,post.embed.record.value.langs,post.embed.record.value.text,post.embed.record.labels,post.embed.record.likeCount,post.embed.record.replyCount,post.embed.record.repostCount,post.embed.record.quoteCount,post.embed.record.indexedAt,post.embed.record.embeds
at://did:plc:mj5h6johygkjaoo3dg5q23lm/app.bsky.feed.post/3lk5xmhzzzc2o,bafyreihehmg7khsf5abtajyua3jl6bpb6klm46cj6npugv7sxdsexpkyke,did:plc:mj5h6johygkjaoo3dg5q23lm,shashj.bsky.social,Shashank Joshi,https://cdn.bsky.app/img/avatar/plain/did:plc:mj5h6johygkjaoo3dg5q23lm/bafkreifqsw4576zytpf2psa4yyjve7xv6tt5ceiaqrogfm7vu5eypav6ce@jpeg,False,False,[],2023-07-07T18:20:29.045Z,app.bsky.feed.post,2025-03-12T06:34:14.782Z,app.bsky.embed.external,By agreeing to a truce it wins back some American support and puts heat on the Kremlin,blob,bafkreidrapphh67ksezgtoyzsrns2otxzmxhpt7ywa2jhtmwd6adtx3sia,image/jpeg,664602.0,Ukraine hopes its ceasefire offer will turn the tables on Russia,https://www.economist.com/europe/2025/03/11/ukraine-hopes-its-ceasefire-offer-will-turn-the-tables-on-russia,"[{'features': [{'$type': 'app.bsky.richtext.facet#link', 'uri': 'https://www.economist.com/europe/2025/03/11/ukraine-hopes-its-ceasefire-offer-will-turn-the-tables-on-russia'}], 'index': {'byteEnd': 295, 'byteStart': 262}}]",['en'],"“The talks in Jeddah lasted several hours. According to participants, the Ukrainians opened with Zelensky’s idea for partial ceasefire. The Americans countered with the idea of a complete ceasefire…an initial 30 days, renewable if both combatants agree” www.economist.com/europe/2025/...",app.bsky.embed.external#view,https://www.economist.com/europe/2025/03/11/ukraine-hopes-its-ceasefire-offer-will-turn-the-tables-on-russia,Ukraine hopes its ceasefire offer will turn the tables on Russia,By agreeing to a truce it wins back some American support and puts heat on the Kremlin,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:mj5h6johygkjaoo3dg5q23lm/bafkreidrapphh67ksezgtoyzsrns2otxzmxhpt7ywa2jhtmwd6adtx3sia@jpeg,9,29,126,2,2025-03-12T06:34:16.952Z,False,False,[],app.bsky.feed.defs#reasonRepost,did:plc:mhzk3blh4pfxo3fqh2meowbb,economist.com,The Economist,https://cdn.bsky.app/img/avatar/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreihks2rloifplwgkbzn3dlnkud7bz2eaegnpn6qltfpnxxxot2mkuq@jpeg,False,False,[],2024-11-18T11:00:37.148Z,2025-03-12T07:57:27.654Z,,,all,,,,,,,,,,,,,,,,,,,,,,,,,,,
at://did:plc:luw7pcqimp4xchky7hdkvzvd/app.bsky.feed.post/3ljpb3xwqx22k,bafyreif3gf3qnixuzfrumjqfruoythackssuoecorzs2dfsi5pzfuqw3la,did:plc:luw7pcqimp4xchky7hdkvzvd,spignal.bsky.social,Stanley Pignal,https://cdn.bsky.app/img/avatar/plain/did:plc:luw7pcqimp4xchky7hdkvzvd/bafkreiae6i5e6twaakkftw72ga34d3trrr3wutoxzwslp7njkowj2csddy@jpeg,False,False,[],2023-10-04T17:00:05.622Z,app.bsky.feed.post,2025-03-06T10:14:02.371Z,app.bsky.embed.external,A new Merz-mentum could reboot the Franco-German motor at the heart of the EU,blob,bafkreib4fpmryxn5gd5x7whaiqwpk352tqbkuvrrld5xfb54c4m5dwrae4,image/jpeg,503697.0,Can Friedrich Merz get Europe out of its funk?,https://www.economist.com/europe/2025/03/05/can-friedrich-merz-get-europe-out-of-its-funk,"[{'features': [{'$type': 'app.bsky.richtext.facet#link', 'uri': 'https://www.economist.com/europe/2025/03/05/can-friedrich-merz-get-europe-out-of-its-funk'}], 'index': {'byteEnd': 171, 'byteStart': 138}}]","['ar', 'ca', 'en']","Can Friedrich Merz get Europe out of its funk?

My Charlemagne this week on the budding Merz-mentum (sorry) changing the mood in the EU.

www.economist.com/europe/2025/...",app.bsky.embed.external#view,https://www.economist.com/europe/2025/03/05/can-friedrich-merz-get-europe-out-of-its-funk,Can Friedrich Merz get Europe out of its funk?,A new Merz-mentum could reboot the Franco-German motor at the heart of the EU,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:luw7pcqimp4xchky7hdkvzvd/bafkreib4fpmryxn5gd5x7whaiqwpk352tqbkuvrrld5xfb54c4m5dwrae4@jpeg,8,15,74,1,2025-03-06T10:14:05.453Z,False,False,[],app.bsky.feed.defs#reasonRepost,did:plc:mhzk3blh4pfxo3fqh2meowbb,economist.com,The Economist,https://cdn.bsky.app/img/avatar/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreihks2rloifplwgkbzn3dlnkud7bz2eaegnpn6qltfpnxxxot2mkuq@jpeg,False,False,[],2024-11-18T11:00:37.148Z,2025-03-07T12:29:43.350Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
at://did:plc:e4im47sn5kpw4ljt2ookgwo3/app.bsky.feed.post/3ljrxmyfw3s2w,bafyreiejmxc6csguj7hdh3bgktra7adhaa4tvwqjq5zzy7cszz5oohvrpm,did:plc:e4im47sn5kpw4ljt2ookgwo3,sophiepedder.bsky.social,Sophie Pedder,https://cdn.bsky.app/img/avatar/plain/did:plc:e4im47sn5kpw4ljt2ookgwo3/bafkreiemd76uh7hj2q75kmdldypakzqbrq42gsnvzpcfqgmp3czvjpmnxy@jpeg,False,False,[],2023-10-04T07:54:51.380Z,app.bsky.feed.post,2025-03-07T12:02:35.088Z,app.bsky.embed.external,"Donald Trump has shattered the principles on which the Western alliance rested, argues the former French president",blob,bafkreic6m5zc7v5j36pybqhi2i2aeqfzsjmioeeoswun47iq5bpunadqj4,image/jpeg,250036.0,"François Hollande says Europe, abandoned by its former ally, must rearm fast",https://economist.com/by-invitation/2025/03/07/francois-hollande-says-europe-abandoned-by-its-former-ally-must-rearm-fast,"[{'$type': 'app.bsky.richtext.facet', 'features': [{'$type': 'app.bsky.richtext.facet#mention', 'did': 'did:plc:mhzk3blh4pfxo3fqh2meowbb'}], 'index': {'byteEnd': 179, 'byteStart': 165}}, {'features': [{'$type': 'app.bsky.richtext.facet#link', 'uri': 'https://economist.com/by-invitation/2025/03/07/francois-hollande-says-europe-abandoned-by-its-former-ally-must-rearm-fast'}], 'index': {'byteEnd': 211, 'byteStart': 182}}]",['en'],"“We need to be clear: while the American people may still be our friends, the Trump administration is no longer our ally”

François Hollande’s guest essay in @economist.com 

economist.com/by-invitatio...",app.bsky.embed.external#view,https://economist.com/by-invitation/2025/03/07/francois-hollande-says-europe-abandoned-by-its-former-ally-must-rearm-fast,"François Hollande says Europe, abandoned by its former ally, must rearm fast","Donald Trump has shattered the principles on which the Western alliance rested, argues the former French president",https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:e4im47sn5kpw4ljt2ookgwo3/bafkreic6m5zc7v5j36pybqhi2i2aeqfzsjmioeeoswun47iq5bpunadqj4@jpeg,9,69,191,4,2025-03-07T12:02:36.752Z,False,False,[],app.bsky.feed.defs#reasonRepost,did:plc:mhzk3blh4pfxo3fqh2meowbb,economist.com,The Economist,https://cdn.bsky.app/img/avatar/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreihks2rloifplwgkbzn3dlnkud7bz2eaegnpn6qltfpnxxxot2mkuq@jpeg,False,False,[],2024-11-18T11:00:37.148Z,2025-03-07T12:29:29.754Z,,,following,,,,,,,,,,,,,,,,,,,,,,,,,,,
at://did:plc:uod7l6gktnbincngqypbi4zb/app.bsky.feed.post/3ljq4tpko7s2r,bafyreidxfhyfivg6o2ub6jn7yqzvztrmy55a2chuh564a6btqdp4666l6i,did:plc:uod7l6gktnbincngqypbi4zb,dsorennie.bsky.social,David Rennie,https://cdn.bsky.app/img/avatar/plain/did:plc:uod7l6gktnbincngqypbi4zb/bafkreihs4xndjdh6gvejdc3gcs2nnbvxg4i7d7qze2efhabjqe4jj25j3y@jpeg,False,False,[],2023-11-18T08:24:31.511Z,app.bsky.feed.post,2025-03-06T18:30:29.916Z,app.bsky.embed.external,"Donald Trump’s resentful, show-me-the-money approach to statecraft is catching on",,,,,America First is a contagious condition,https://economist.com/international/2025/03/06/america-first-is-a-contagious-condition,"[{'features': [{'$type': 'app.bsky.richtext.facet#link', 'uri': 'https://economist.com/international/2025/03/06/america-first-is-a-contagious-condition'}], 'index': {'byteEnd': 274, 'byteStart': 245}}]",['en'],"Governments worldwide are bracing for Donald Trump’s transactional, “show me the money” approach to statecraft to become a global norm, as old rules and institutions crumble. A sobering edition of The Telegram, reported from D.C. and NYC 
economist.com/internationa...
from The Economist",app.bsky.embed.external#view,https://economist.com/international/2025/03/06/america-first-is-a-contagious-condition,America First is a contagious condition,"Donald Trump’s resentful, show-me-the-money approach to statecraft is catching on",,8,14,34,1,2025-03-06T18:30:30.157Z,False,False,[],app.bsky.feed.defs#reasonRepost,did:plc:mhzk3blh4pfxo3fqh2meowbb,economist.com,The Economist,https://cdn.bsky.app/img/avatar/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreihks2rloifplwgkbzn3dlnkud7bz2eaegnpn6qltfpnxxxot2mkuq@jpeg,False,False,[],2024-11-18T11:00:37.148Z,2025-03-06T22:16:40.861Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
at://did:plc:mhzk3blh4pfxo3fqh2meowbb/app.bsky.feed.post/3ljqcgl6w7s2h,bafyreidch4iwm37a6z5q4uhwkju73aptczgab3cws3faj224csnyi64mlm,did:plc:mhzk3blh4pfxo3fqh2meowbb,economist.com,The Economist,https://cdn.bsky.app/img/avatar/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreihks2rloifplwgkbzn3dlnkud7bz2eaegnpn6qltfpnxxxot2mkuq@jpeg,False,False,[],2024-11-18T11:00:37.148Z,app.bsky.feed.post,2025-03-06T20:10:31.574Z,app.bsky.embed.images,,,,,,,,"[{'features': [{'$type': 'app.bsky.richtext.facet#link', 'uri': 'https://econ.st/3XwW1P8'}], 'index': {'byteEnd': 178, 'byteStart': 163}}]",['en'],"It has been a transformative week for Sir Keir Starmer. The prime minister has sketched a new role for Britain in the world—but he must get radical at home, too econ.st/3XwW1P8",app.bsky.embed.images#view,,,,,6,22,127,2,2025-03-06T20:10:34.454Z,False,False,[],,,,,,,,,,,"[{'alt': '', 'aspectRatio': {'height': 1577, 'width': 1181}, 'image': {'$type': 'blob', 'ref': {'$link': 'bafkreidwaah2pywomhdxwzzasy6y3j3ocz4jl5avi6kkqtpninn66eauim'}, 'mimeType': 'image/jpeg', 'size': 896663}}]","[{'thumb': 'https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreidwaah2pywomhdxwzzasy6y3j3ocz4jl5avi6kkqtpninn66eauim@jpeg', 'fullsize': 'https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreidwaah2pywomhdxwzzasy6y3j3ocz4jl5avi6kkqtpninn66eauim@jpeg', 'alt': '', 'aspectRatio': {'height': 1577, 'width': 1181}}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
at://did:plc:5jxq665jzrekunbjdjgixupa/app.bsky.feed.post/3ljptt5fvo225,bafyreiaappqt2sbnlcwttrz4ikbs3x2tbo7sudnk62pmpjf5rlevimwh7u,did:plc:5jxq665jzrekunbjdjgixupa,owenwntr.bsky.social,Owen Winter,https://cdn.bsky.app/img/avatar/plain/did:plc:5jxq665jzrekunbjdjgixupa/bafkreicig4xrgtojs2fvk2tooh4d2iyobbimjjg24m2o2j52fywuysir2u@jpeg,False,False,[],2023-11-05T11:08:00.501Z,app.bsky.feed.post,2025-03-06T15:49:07.210Z,app.bsky.embed.images,,,,,,,,"[{'features': [{'$type': 'app.bsky.richtext.facet#link', 'uri': 'https://www.economist.com/the-americas/2025/03/06/canadas-trumpian-nightmare-is-the-liberal-partys-dream'}], 'index': {'byteEnd': 135, 'byteStart': 102}}]",['en'],"Are the Liberals back? I took a look at their polling surge with our Canada correspondent, Rob Russo: www.economist.com/the-americas...",app.bsky.embed.images#view,,,,,6,13,148,3,2025-03-06T15:49:10.159Z,False,False,[],app.bsky.feed.defs#reasonRepost,did:plc:mhzk3blh4pfxo3fqh2meowbb,economist.com,The Economist,https://cdn.bsky.app/img/avatar/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreihks2rloifplwgkbzn3dlnkud7bz2eaegnpn6qltfpnxxxot2mkuq@jpeg,False,False,[],2024-11-18T11:00:37.148Z,2025-03-06T16:09:32.052Z,"[{'alt': '', 'aspectRatio': {'height': 1352, 'width': 1134}, 'image': {'$type': 'blob', 'ref': {'$link': 'bafkreidjpg3mxckoqkhnwuho7giipuydqmr3wesr2anbvpcyf444l7waoq'}, 'mimeType': 'image/jpeg', 'size': 495315}}]","[{'thumb': 'https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:5jxq665jzrekunbjdjgixupa/bafkreidjpg3mxckoqkhnwuho7giipuydqmr3wesr2anbvpcyf444l7waoq@jpeg', 'fullsize': 'https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:5jxq665jzrekunbjdjgixupa/bafkreidjpg3mxckoqkhnwuho7giipuydqmr3wesr2anbvpcyf444l7waoq@jpeg', 'alt': '', 'aspectRatio': {'height': 1352, 'width': 1134}}]",following,,,,,,,,,,,,,,,,,,,,,,,,,,,
at://did:plc:bhb72yhjemgz7yfhm6oeui7m/app.bsky.feed.post/3ljpuilj24k2q,bafyreibuufh2hgwejbquyxtygaif4rmlvwhrr6njv5tuiorxlo5n4iaypa,did:plc:bhb72yhjemgz7yfhm6oeui7m,hollieberman.bsky.social,Hollie Berman,https://cdn.bsky.app/img/avatar/plain/did:plc:bhb72yhjemgz7yfhm6oeui7m/bafkreigsnrcfshq5de3zhcwfiu66hqswcbzgzj7mcu3wffqgtzm3b2gywu@jpeg,False,False,[],2023-10-05T16:34:21.989Z,app.bsky.feed.post,2025-03-06T16:01:06.642Z,app.bsky.embed.external,Intellectual dominance is not enough for the MAGA movement. Aesthetic dominance must follow,blob,bafkreicicsjrpftucumhndl4ixbwpx5eevyobaz4e57ncp5pebf43oodqm,image/jpeg,278303.0,The women vying to make conservatism fashionable online,https://www.economist.com/united-states/2025/03/06/the-women-vying-to-make-conservatism-fashionable-online,"[{'$type': 'app.bsky.richtext.facet', 'features': [{'$type': 'app.bsky.richtext.facet#mention', 'did': 'did:plc:mhzk3blh4pfxo3fqh2meowbb'}], 'index': {'byteEnd': 227, 'byteStart': 213}}, {'features': [{'$type': 'app.bsky.richtext.facet#link', 'uri': 'https://www.economist.com/united-states/2025/03/06/the-women-vying-to-make-conservatism-fashionable-online'}], 'index': {'byteEnd': 301, 'byteStart': 268}}]",['en'],"Beauty routines with a side of Trump, raw milk lattes and “Make America Hot Again” parties: in the lucrative world of fashion and lifestyle influencing, conservatism is gaining clout. For this week's issue of @economist.com, I met the women giving MAGA a makeover www.economist.com/united-state...",app.bsky.embed.external#view,https://www.economist.com/united-states/2025/03/06/the-women-vying-to-make-conservatism-fashionable-online,The women vying to make conservatism fashionable online,Intellectual dominance is not enough for the MAGA movement. Aesthetic dominance must follow,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:bhb72yhjemgz7yfhm6oeui7m/bafkreicicsjrpftucumhndl4ixbwpx5eevyobaz4e57ncp5pebf43oodqm@jpeg,5,5,7,1,2025-03-06T16:01:07.670Z,False,False,[],app.bsky.feed.defs#reasonRepost,did:plc:mhzk3blh4pfxo3fqh2meowbb,economist.com,The Economist,https://cdn.bsky.app/img/avatar/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreihks2rloifplwgkbzn3dlnkud7bz2eaegnpn6qltfpnxxxot2mkuq@jpeg,False,False,[],2024-11-18T11:00:37.148Z,2025-03-06T16:09:11.863Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
at://did:plc:mhzk3blh4pfxo3fqh2meowbb/app.bsky.feed.post/3ljpqjkoaks2x,bafyreic3x52mznidmlwlc5kactowtmfmn6d5fiks6jwy3mifeh5tbhhxfq,did:plc:mhzk3blh4pfxo3fqh2meowbb,economist.com,The Economist,https://cdn.bsky.app/img/avatar/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreihks2rloifplwgkbzn3dlnkud7bz2eaegnpn6qltfpnxxxot2mkuq@jpeg,False,False,[],2024-11-18T11:00:37.148Z,app.bsky.feed.post,2025-03-06T14:50:04.332Z,app.bsky.embed.images,,,,,,,,"[{'features': [{'$type': 'app.bsky.richtext.facet#link', 'uri': 'https://econ.st/4kqbjyW'}], 'index': {'byteEnd': 161, 'byteStart': 146}}]",['en'],Foreign aid’s demise will be brutal and chaotic. But it offers an opportunity to rethink an inefficient system that has long needed an overhaul econ.st/4kqbjyW,app.bsky.embed.images#view,,,,,66,9,82,21,2025-03-06T14:50:07.155Z,False,False,[],,,,,,,,,,,"[{'alt': '', 'aspectRatio': {'height': 1577, 'width': 1181}, 'image': {'$type': 'blob', 'ref': {'$link': 'bafkreifbugngbp4tjl5zeb6mvfdxwjtd3wa6cqlw6rnglgnugvkdwdjxt4'}, 'mimeType': 'image/jpeg', 'size': 589619}}]","[{'thumb': 'https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreifbugngbp4tjl5zeb6mvfdxwjtd3wa6cqlw6rnglgnugvkdwdjxt4@jpeg', 'fullsize': 'https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreifbugngbp4tjl5zeb6mvfdxwjtd3wa6cqlw6rnglgnugvkdwdjxt4@jpeg', 'alt': '', 'aspectRatio': {'height': 1577, 'width': 1181}}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
at://did:plc:mhzk3blh4pfxo3fqh2meowbb/app.bsky.feed.post/3ljpdr3crbk2c,bafyreifthuxlczkqs67xlm5qy5p2beyma3w3wzqdmbgukjxb5f6jexrzee,did:plc:mhzk3blh4pfxo3fqh2meowbb,economist.com,The Economist,https://cdn.bsky.app/img/avatar/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreihks2rloifplwgkbzn3dlnkud7bz2eaegnpn6qltfpnxxxot2mkuq@jpeg,False,False,[],2024-11-18T11:00:37.148Z,app.bsky.feed.post,2025-03-06T11:01:38.007Z,app.bsky.embed.images,,,,,,,,"[{'features': [{'$type': 'app.bsky.richtext.facet#link', 'uri': 'https://econ.st/41tx87X'}], 'index': {'byteEnd': 188, 'byteStart': 173}}]",['en'],"Investors, consumers and companies are showing the first signs of souring on Donald Trump’s vision. With his aggressive and erratic protectionism, he is playing with fire econ.st/41tx87X",app.bsky.embed.images#view,,,,,48,212,495,56,2025-03-06T11:01:40.555Z,False,False,[],,,,,,,,,,,"[{'alt': '', 'aspectRatio': {'height': 1577, 'width': 1181}, 'image': {'$type': 'blob', 'ref': {'$link': 'bafkreihe3tscfhqlptnmi3zp73ucgvcg64bpfg26ikpkka6k3yhzfo2azq'}, 'mimeType': 'image/jpeg', 'size': 627121}}]","[{'thumb': 'https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreihe3tscfhqlptnmi3zp73ucgvcg64bpfg26ikpkka6k3yhzfo2azq@jpeg', 'fullsize': 'https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreihe3tscfhqlptnmi3zp73ucgvcg64bpfg26ikpkka6k3yhzfo2azq@jpeg', 'alt': '', 'aspectRatio': {'height': 1577, 'width': 1181}}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
at://did:plc:5jxq665jzrekunbjdjgixupa/app.bsky.feed.post/3ljawsyo2dk2q,bafyreibekagxuyinpc5a22gmqribynw3j4zmmi5v27d6tztxoilyaafpi4,did:plc:5jxq665jzrekunbjdjgixupa,owenwntr.bsky.social,Owen Winter,https://cdn.bsky.app/img/avatar/plain/did:plc:5jxq665jzrekunbjdjgixupa/bafkreicig4xrgtojs2fvk2tooh4d2iyobbimjjg24m2o2j52fywuysir2u@jpeg,False,False,[],2023-11-05T11:08:00.501Z,app.bsky.feed.post,2025-02-28T17:32:47.388Z,app.bsky.embed.images,,,,,,,,"[{'features': [{'$type': 'app.bsky.richtext.facet#link', 'uri': 'https://www.economist.com/graphic-detail/2025/02/28/hard-right-parties-are-now-europes-most-popular'}], 'index': {'byteEnd': 165, 'byteStart': 132}}]",['en'],"After the AfD's surge on Sunday, far right parties are the most voted-for of any grouping in Europe, for the first time in history: www.economist.com/graphic-deta...",app.bsky.embed.images#view,,,,,51,287,662,77,2025-02-28T17:32:50.963Z,False,False,[],app.bsky.feed.defs#reasonRepost,did:plc:mhzk3blh4pfxo3fqh2meowbb,economist.com,The Economist,https://cdn.bsky.app/img/avatar/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreihks2rloifplwgkbzn3dlnkud7bz2eaegnpn6qltfpnxxxot2mkuq@jpeg,False,False,[],2024-11-18T11:00:37.148Z,2025-03-01T19:27:08.957Z,"[{'alt': '', 'aspectRatio': {'height': 962, 'width': 1248}, 'image': {'$type': 'blob', 'ref': {'$link': 'bafkreifidksn53ey6lbugcybphhgmty7vin3vkdodckdoewy46onut5gym'}, 'mimeType': 'image/jpeg', 'size': 385372}}]","[{'thumb': 'https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:5jxq665jzrekunbjdjgixupa/bafkreifidksn53ey6lbugcybphhgmty7vin3vkdodckdoewy46onut5gym@jpeg', 'fullsize': 'https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:5jxq665jzrekunbjdjgixupa/bafkreifidksn53ey6lbugcybphhgmty7vin3vkdodckdoewy46onut5gym@jpeg', 'alt': '', 'aspectRatio': {'height': 962, 'width': 1248}}]",following,,,,,,,,,,,,,,,,,,,,,,,,,,,
at://did:plc:mhzk3blh4pfxo3fqh2meowbb/app.bsky.feed.post/3ljddplkdjk2r,bafyreic7rt7e6nu2qlom4ely6eu3rymxazdfjsob3gnpao3phwc3t5cow4,did:plc:mhzk3blh4pfxo3fqh2meowbb,economist.com,The Economist,https://cdn.bsky.app/img/avatar/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreihks2rloifplwgkbzn3dlnkud7bz2eaegnpn6qltfpnxxxot2mkuq@jpeg,False,False,[],2024-11-18T11:00:37.148Z,app.bsky.feed.post,2025-03-01T16:28:51.094Z,app.bsky.embed.external,Some fear a hero is in danger of becoming a tragic figure,blob,bafkreigz72wyicdwk4vitp23gjbmcnphmvdaj7dabmps3dmnmscfwqfuoe,image/jpeg,318351.0,"Ukraine confronts a future without America, and perhaps Zelensky",https://econ.st/43hV2WP,"[{'features': [{'$type': 'app.bsky.richtext.facet#link', 'uri': 'https://econ.st/43hV2WP'}], 'index': {'byteEnd': 267, 'byteStart': 252}}]",['en'],"In the corridors of political Kyiv, officials are largely stunned by the ferocity of the American treatment towards their leader.

Among those strategising about what to do next, the key question is why did it happen? Two main theories are circulating econ.st/43hV2WP",app.bsky.embed.external#view,https://econ.st/43hV2WP,"Ukraine confronts a future without America, and perhaps Zelensky",Some fear a hero is in danger of becoming a tragic figure,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreigz72wyicdwk4vitp23gjbmcnphmvdaj7dabmps3dmnmscfwqfuoe@jpeg,59,31,129,9,2025-03-01T16:28:52.962Z,False,False,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
at://did:plc:stnvqwajs5ifq6ooi3amaslh/app.bsky.feed.post/3lj62wrqlis2d,bafyreiah5bydim4qnlogor7snok3s4mxpl2pdchakohzuftnhtzpi2bxbm,did:plc:stnvqwajs5ifq6ooi3amaslh,journalistjon.bsky.social,Jonathan Rosenthal,https://cdn.bsky.app/img/avatar/plain/did:plc:stnvqwajs5ifq6ooi3amaslh/bafkreiapxgou43ekkzaxbrp2ijtaztxkm4pu223kv77u5z6uki324bmrxi@jpeg,False,False,[],2023-10-08T22:21:10.155Z,app.bsky.feed.post,2025-02-27T14:08:30.103Z,,,,,,,,,"[{'$type': 'app.bsky.richtext.facet', 'features': [{'$type': 'app.bsky.richtext.facet#mention', 'did': 'did:plc:mhzk3blh4pfxo3fqh2meowbb'}], 'index': {'byteEnd': 141, 'byteStart': 127}}]",['en'],"Can Europe confront Vladimir Putin’s Russia on its own? 
This is the question we asked in this week's International pages of @economist.com 
 
The answer is grim. A short 🧵",,,,,,12,10,45,1,2025-02-27T14:08:30.855Z,False,False,[],app.bsky.feed.defs#reasonRepost,did:plc:mhzk3blh4pfxo3fqh2meowbb,economist.com,The Economist,https://cdn.bsky.app/img/avatar/plain/did:plc:mhzk3blh4pfxo3fqh2meowbb/bafkreihks2rloifplwgkbzn3dlnkud7bz2eaegnpn6qltfpnxxxot2mkuq@jpeg,False,False,[],2024-11-18T11:00:37.148Z,2025-02-27T20:32:20.550Z,,,following,,,,,,,,,,,,,,,,,,,,,,,,,,,
